CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,cluster
14967,50,1,463.8,3,1,2,312,1
14968,30,1,147.59,4,1,1,411,1
14970,68,4,1592.06,3,4,4,344,1
14971,35,3,1097.98,3,3,4,334,1
14972,128,1,114.77,2,1,1,211,1
14973,107,3,1314.45,2,3,4,234,1
14974,37,1,89.94,3,1,1,311,1
14975,57,1,279.94,3,1,2,312,1
14976,57,8,765.86,3,5,3,353,1
14978,72,5,1921.3700000000001,2,4,4,244,1
14981,246,1,102.12,1,1,1,111,0
14984,19,2,202.37,4,2,1,421,1
14985,198,2,292.01,1,2,2,122,0
14987,16,2,326.4,4,2,2,422,1
14988,212,1,334.54,1,1,2,112,0
14995,39,2,231.98000000000002,3,2,1,321,1
14997,46,4,540.98,3,4,3,343,1
14998,170,2,414.87,2,2,2,222,0
15000,48,1,490.52,3,1,3,313,1
15002,116,4,1641.76,2,4,4,244,1
15004,147,1,1220.77,2,1,4,214,0
15005,16,35,6160.54,4,5,5,455,3
15006,51,1,480.38,3,1,3,313,1
15007,159,1,156.91,2,1,1,211,0
15009,12,3,1259.43,4,3,4,434,1
15010,36,1,308.94,3,1,2,312,1
15012,54,2,405.04,3,2,2,322,1
15014,43,2,257.67,3,2,2,322,1
15016,173,1,170.04,2,1,1,211,0
15017,34,1,125.58,3,1,1,311,1
15018,39,4,456.26,3,4,2,342,1
15019,267,1,252.81,1,1,2,112,0
15021,9,13,1829.23,5,5,4,554,1
15022,12,4,852.39,4,4,3,443,1
15023,3,12,6680.81,5,5,5,555,1
15024,10,10,1636.43,5,5,4,554,1
15025,33,1,361.96,3,1,2,312,1
15026,80,3,469.0,2,3,2,232,1
15027,31,6,1051.95,4,4,4,444,1
15028,8,4,627.13,5,4,3,543,1
15030,72,2,518.28,2,2,3,223,1
15031,4,4,653.19,5,4,3,543,1
15032,256,5,4464.1,1,4,5,145,0
15033,5,11,2541.53,5,5,5,555,1
15034,16,11,4243.21,4,5,5,455,1
15035,90,1,252.73000000000002,2,1,2,212,1
15036,72,3,429.56,2,3,2,232,1
15038,43,7,645.84,3,5,3,353,1
15039,10,52,19638.59,5,5,5,555,3
15041,170,1,179.93,2,1,1,211,0
15042,199,1,135.93,1,1,1,111,0
15043,31,1,537.0,4,1,3,413,1
15044,19,22,7563.88,4,5,5,455,3
15045,152,3,633.66,2,3,3,233,0
15046,9,16,4940.66,5,5,5,555,1
15047,270,1,343.62,1,1,2,112,0
15048,65,5,377.52,3,4,2,342,1
15049,274,1,121.17000000000002,1,1,1,111,0
15050,25,5,1682.77,4,4,4,444,1
15051,23,3,1383.3600000000001,4,3,4,434,1
15052,319,1,207.73000000000002,1,1,1,111,0
15053,5,3,693.95,5,3,3,533,1
15054,12,2,302.1,4,2,2,422,1
15057,275,2,1489.5,1,2,4,124,0
15058,25,11,2102.54,4,5,5,455,1
15059,41,11,1325.82,3,5,4,354,1
15060,8,4,294.25,5,4,2,542,1
15061,4,55,54228.74,5,5,5,555,3
15062,71,4,987.86,2,4,4,244,1
15063,213,1,370.79999999999995,1,1,2,112,0
15065,38,6,3135.98,3,4,5,345,1
15066,32,2,760.59,3,2,3,323,1
15067,78,3,1744.76,2,3,4,234,1
15068,46,2,553.36,3,2,3,323,1
15069,179,1,1109.53,1,1,4,114,0
15070,373,1,106.2,1,1,1,111,0
15071,94,2,982.07,2,2,4,224,1
15073,10,4,612.43,5,4,3,543,1
15074,105,1,735.67,2,1,3,213,1
15075,78,1,773.03,2,1,3,213,1
15076,173,1,880.85,2,1,3,213,0
15078,7,38,9623.35,5,5,5,555,3
15079,213,5,893.66,1,4,3,143,0
15081,22,6,487.35,4,4,3,443,1
15083,257,1,88.2,1,1,1,111,0
15087,282,1,306.94,1,1,2,112,0
15088,21,3,1140.27,4,3,4,434,1
15089,10,6,2420.84,5,4,5,545,1
15090,308,1,381.32,1,1,2,112,0
15091,54,2,476.96,3,2,2,322,1
15092,215,2,457.81,1,2,2,122,0
15093,18,9,4410.14,4,5,5,455,1
15095,104,5,1364.7,2,4,4,244,1
15096,43,1,219.39000000000001,3,1,1,311,1
15097,4,1,248.08,5,1,2,512,1
15098,182,5,649.5,1,4,3,143,0
15099,84,1,410.48,2,1,2,212,1
15100,330,6,635.1,1,4,3,143,0
15101,9,3,310.03,5,3,2,532,1
15103,31,2,703.36,4,2,3,423,1
15104,167,3,968.64,2,3,4,234,0
15105,18,7,2298.93,4,5,5,455,1
15106,18,7,1407.73,4,5,4,454,1
15107,311,8,247.66,1,5,2,152,0
15108,142,5,1291.75,2,4,4,244,1
15109,241,2,463.75,1,2,2,122,0
15110,24,7,973.2,4,5,4,454,1
15111,29,3,1567.48,4,3,4,434,1
15113,10,4,3339.5099999999998,5,4,5,545,1
15114,30,10,2760.56,4,5,5,455,1
15115,18,1,340.11,4,1,2,412,1
15116,18,4,1352.75,4,4,4,444,1
15117,15,6,1550.13,4,4,4,444,1
15118,134,1,244.8,2,1,2,212,1
15119,246,1,266.4,1,1,2,112,0
15120,130,2,343.82,2,2,2,222,1
15121,50,2,457.72,3,2,2,322,1
15122,85,6,1612.13,2,4,4,244,1
15123,7,2,2199.31,5,2,5,525,1
15124,23,2,184.19,4,2,1,421,1
15125,25,23,11117.05,4,5,5,455,3
15127,66,1,406.53,3,1,2,312,1
15128,60,8,1419.54,3,5,4,354,1
15129,50,11,3447.4,3,5,5,355,1
15130,170,1,330.11,2,1,2,212,0
15132,18,5,977.9300000000001,4,4,4,444,1
15133,128,3,982.42,2,3,4,234,1
15134,15,8,1387.99,4,5,4,454,1
15135,233,2,127.15,1,2,1,121,0
15136,3,5,1282.45,5,4,4,544,1
15139,240,2,178.96,1,2,1,121,0
15140,52,8,2350.0,3,5,5,355,1
15142,46,1,498.74,3,1,3,313,1
15143,226,1,259.45,1,1,2,112,0
15144,8,18,6530.04,5,5,5,555,3
15145,4,4,1194.73,5,4,4,544,1
15146,165,3,1313.66,2,3,4,234,0
15147,219,2,608.65,1,2,3,123,0
15148,11,1,301.29,5,1,2,512,1
15149,134,1,520.8000000000001,2,1,3,213,1
15150,17,11,5280.83,4,5,5,455,1
15152,10,16,4684.24,5,5,5,555,1
15153,31,1,329.25,4,1,2,412,1
15154,74,2,224.73,2,2,1,221,1
15156,1,3,961.49,5,3,4,534,1
15157,4,5,1869.5,5,4,4,544,1
15158,45,1,401.40000000000003,3,1,2,312,1
15159,2,34,18573.68,5,5,5,555,3
15160,357,1,158.16,1,1,1,111,0
15163,18,2,304.47,4,2,2,422,1
15164,69,3,824.58,3,3,3,333,1
15165,373,1,487.75,1,1,3,113,0
15167,321,1,158.8,1,1,1,111,0
15168,26,1,106.56,4,1,1,411,1
15171,325,2,1034.5,1,2,4,124,0
15172,9,5,1624.05,5,4,4,544,1
15174,323,1,135.75,1,1,1,111,0
15175,72,1,224.14,2,1,1,211,1
15178,260,1,40.5,1,1,1,111,0
15179,18,7,2186.2,4,5,5,455,1
15180,367,1,87.5,1,1,1,111,0
15181,66,5,680.28,3,4,3,343,1
15182,154,2,622.85,2,2,3,223,0
15184,29,2,402.2,4,2,2,422,1
15185,70,1,310.62,3,1,2,312,1
15186,14,2,411.41,4,2,2,422,1
15187,2,18,4670.08,5,5,5,555,3
15189,1,53,15802.14,5,5,5,555,3
15192,120,3,1044.32,2,3,4,234,1
15193,61,1,499.32,3,1,3,313,1
15194,3,22,7521.17,5,5,5,555,3
15195,3,1,3861.0,5,1,5,515,1
15197,9,5,656.44,5,4,3,543,1
15198,92,2,193.64,2,2,1,221,1
15199,59,4,1268.7,3,4,4,344,1
15201,79,11,927.84,2,5,4,254,1
15203,26,6,1827.8,4,4,4,444,1
15204,357,1,316.58,1,1,2,112,0
15205,85,3,648.8299999999999,2,3,3,233,1
15206,10,4,420.29999999999995,5,4,2,542,1
15208,1,6,867.62,5,4,3,543,1
15210,225,1,331.18,1,1,2,112,0
15211,60,2,894.4100000000001,3,2,3,323,1
15212,239,2,88.94999999999999,1,2,1,121,0
15213,319,3,325.05,1,3,2,132,0
15214,2,8,1661.44,5,5,4,554,1
15215,45,6,615.99,3,4,3,343,1
15216,88,1,96.6,2,1,1,211,1
15218,11,11,5756.89,5,5,5,555,1
15219,176,1,305.75,1,1,2,112,0
15220,52,7,1758.92,3,5,4,354,1
15221,366,2,114.1,1,2,1,121,0
15222,319,1,585.0,1,1,3,113,0
15223,226,3,454.90000000000003,1,3,2,132,0
15224,358,3,310.48,1,3,2,132,0
15225,234,1,409.40000000000003,1,1,2,112,0
15226,311,1,154.41,1,1,1,111,0
15227,37,5,1219.4,3,4,4,344,1
15228,66,5,3376.96,3,4,5,345,1
15230,239,2,429.6,1,2,2,122,0
15232,113,2,612.06,2,2,3,223,1
15234,277,1,197.0,1,1,1,111,0
15235,218,12,2247.51,1,5,5,155,0
15236,299,1,321.05,1,1,2,112,0
15237,2,4,1412.32,5,4,4,544,1
15238,29,5,1056.54,4,4,4,444,1
15239,10,3,764.34,5,3,3,533,1
15240,45,7,1685.57,3,5,4,354,1
15241,67,9,1738.59,3,5,4,354,1
15243,74,1,316.68,2,1,2,212,1
15244,65,2,631.57,3,2,3,323,1
15245,134,3,2515.84,2,3,5,235,1
15246,238,2,514.15,1,2,3,123,0
15247,122,1,356.0,2,1,2,212,1
15249,32,15,6657.36,3,5,5,355,1
15251,9,15,10327.11,5,5,5,555,3
15252,36,2,740.78,3,2,3,323,1
15253,16,6,915.3,4,4,3,443,1
15254,127,1,300.36,2,1,2,212,1
15255,67,1,890.85,3,1,3,313,1
15256,149,1,98.45,2,1,1,211,0
15257,281,2,232.14999999999998,1,2,1,121,0
15258,169,2,623.16,2,2,3,223,0
15260,100,8,1780.77,2,5,4,254,1
15261,135,1,254.82,2,1,2,212,1
15262,324,1,178.95000000000002,1,1,1,111,0
15263,107,1,156.51,2,1,1,211,1
15264,64,1,393.74,3,1,2,312,1
15265,151,2,1506.1200000000001,2,2,4,224,0
15266,338,1,119.3,1,1,1,111,0
15267,22,5,1717.36,4,4,4,444,1
15269,24,1,408.8,4,1,2,412,1
15270,16,9,2298.2,4,5,5,455,1
15271,7,16,2472.09,5,5,5,555,1
15272,57,2,721.94,3,2,3,323,1
15274,4,2,716.57,5,2,3,523,1
15275,31,2,609.19,4,2,3,423,1
15276,66,1,128.63,3,1,1,311,1
15277,47,1,255.89999999999998,3,1,2,312,1
15279,355,2,277.40999999999997,1,2,2,122,0
15280,172,1,113.12,2,1,1,211,0
15281,59,12,2239.9500000000003,3,5,5,355,1
15286,50,1,240.55,3,1,1,311,1
15287,22,3,485.24,4,3,3,433,1
15288,43,5,2306.52,3,4,5,345,1
15289,29,4,935.1,4,4,4,444,1
15290,5,21,7803.7699999999995,5,5,5,555,3
15291,26,20,4596.51,4,5,5,455,3
15292,201,1,178.39,1,1,1,111,0
15296,44,10,3610.31,3,5,5,355,1
15297,10,4,635.04,5,4,3,543,1
15298,2,14,3774.1,5,5,5,555,1
15299,67,11,3787.09,3,5,5,355,1
15300,64,1,496.44,3,1,3,313,1
15301,51,14,5007.72,3,5,5,355,1
15303,290,1,574.02,1,1,3,113,0
15304,61,10,680.3,3,5,3,353,1
15306,64,3,1174.35,3,3,4,334,1
15307,96,1,205.3,2,1,1,211,1
15308,271,2,302.27,1,2,2,122,0
15311,1,118,59284.19,5,5,5,555,2
15312,75,5,921.1,2,4,4,244,1
15313,110,1,52.0,2,1,1,211,1
15314,199,1,327.97,1,1,2,112,0
15315,64,3,551.54,3,3,3,333,1
15316,327,1,165.0,1,1,1,111,0
15318,4,1,312.62,5,1,2,512,1
15319,284,1,204.5,1,1,1,111,0
15320,44,1,267.13,3,1,2,312,1
15321,49,4,2663.48,3,4,5,345,1
15322,64,2,602.97,3,2,3,323,1
15325,104,1,161.74,2,1,1,211,1
15326,334,1,311.71,1,1,2,112,0
15327,53,1,208.75,3,1,1,311,1
15329,35,5,1005.5,3,4,4,344,1
15330,32,2,714.96,3,2,3,323,1
15332,366,4,1661.06,1,4,4,144,0
15333,208,1,1028.56,1,1,4,114,0
15334,157,3,350.82,2,3,2,232,0
15335,54,1,170.22,3,1,1,311,1
15339,66,3,557.57,3,3,3,333,1
15341,81,1,2020.52,2,1,5,215,1
15342,116,2,391.76,2,2,2,222,1
15343,87,1,364.5,2,1,2,212,1
15344,1,5,476.58,5,4,2,542,1
15345,35,2,367.69,3,2,2,322,1
15346,333,1,252.42000000000002,1,1,2,112,0
15347,366,1,201.60000000000002,1,1,1,111,0
15348,72,1,158.04,2,1,1,211,1
15349,158,2,463.90999999999997,2,2,2,222,0
15350,373,1,115.65,1,1,1,111,0
15351,12,10,1836.69,4,5,4,454,1
15353,255,2,770.12,1,2,3,123,0
15355,29,2,277.05,4,2,2,422,1
15356,31,10,2718.03,4,5,5,455,1
15358,5,29,8235.65,5,5,5,555,3
15360,40,1,427.93,3,1,2,312,1
15361,362,1,418.92,1,1,2,112,0
15363,241,2,318.05,1,2,2,122,0
15364,96,2,913.19,2,2,3,223,1
15365,26,9,1330.45,4,5,4,454,1
15366,75,2,602.51,2,2,3,223,1
15367,57,5,1867.69,3,4,4,344,1
15368,21,1,446.94000000000005,4,1,2,412,1
15370,41,8,2360.55,3,5,5,355,1
15372,137,1,2007.3999999999999,2,1,4,214,1
15373,8,13,2213.11,5,5,5,555,1
15374,129,1,168.0,2,1,1,211,1
15376,40,3,1221.56,3,3,4,334,1
15379,169,8,3631.8900000000003,2,5,5,255,0
15380,9,6,1682.3600000000001,5,4,4,544,1
15381,214,2,596.85,1,2,3,123,0
15382,15,8,5927.86,4,5,5,455,1
15384,170,3,635.76,2,3,3,233,0
15385,40,1,316.88,3,1,2,312,1
15386,186,1,394.14,1,1,2,112,0
15388,270,1,140.54,1,1,1,111,0
15389,172,1,500.0,2,1,3,213,0
15392,5,5,1515.73,5,4,4,544,1
15393,16,2,231.86,4,2,1,421,1
15394,10,4,2183.54,5,4,5,545,1
15395,326,1,107.45,1,1,1,111,0
15396,113,1,288.18,2,1,2,212,1
15397,290,1,94.0,1,1,1,111,0
15398,16,3,1339.63,4,3,4,434,1
15399,1,3,815.77,5,3,3,533,1
15400,92,6,666.7,2,4,3,243,1
15402,149,2,626.77,2,2,3,223,0
15405,189,1,349.1,1,1,2,112,0
15406,18,4,426.61,4,4,2,442,1
15407,34,4,1046.74,3,4,4,344,1
15408,264,1,267.18,1,1,2,112,0
15410,84,8,3450.84,2,5,5,255,1
15411,26,5,1336.43,4,4,4,444,1
15412,171,1,190.53,2,1,1,211,0
15414,10,3,774.9000000000001,5,3,3,533,1
15415,313,1,559.61,1,1,3,113,0
15416,65,5,3974.37,3,4,5,345,1
15417,85,1,508.8,2,1,3,213,1
15419,25,1,135.86,4,1,1,411,1
15421,59,4,950.36,3,4,4,344,1
15422,323,2,97.7,1,2,1,121,0
15423,38,1,43.5,3,1,1,311,1
15424,254,2,383.34,1,2,2,122,0
15426,19,7,1386.58,4,5,4,454,1
15427,33,3,1430.54,3,3,4,334,1
15428,15,1,93.78,4,1,1,411,1
15429,27,3,364.90000000000003,4,3,2,432,1
15432,23,1,171.19,4,1,1,411,1
15433,79,3,417.87,2,3,2,232,1
15434,8,6,997.48,5,4,4,544,1
15435,22,1,149.29,4,1,1,411,1
15436,12,3,1067.75,4,3,4,434,1
15437,262,1,200.16,1,1,1,111,0
15438,131,1,156.57999999999998,2,1,1,211,1
15440,55,3,383.68,3,3,2,332,1
15442,249,1,594.0,1,1,3,113,0
15443,2,8,3188.84,5,5,5,555,1
15444,9,2,1411.21,5,2,4,524,1
15445,264,1,113.5,1,1,1,111,0
15447,331,1,155.17,1,1,1,111,0
15448,313,1,494.64,1,1,3,113,0
15449,26,5,971.22,4,4,4,444,1
15450,30,1,429.84,4,1,2,412,1
15452,30,3,528.48,4,3,3,433,1
15453,2,7,1371.77,5,5,4,554,1
15454,362,1,179.1,1,1,1,111,0
15456,283,3,434.59000000000003,1,3,2,132,0
15457,262,1,237.07,1,1,1,111,0
15458,25,1,161.64,4,1,1,411,1
15460,354,1,214.26,1,1,1,111,0
15462,94,3,234.6,2,3,1,231,1
15463,29,1,126.14,4,1,1,411,1
15464,338,1,1044.65,1,1,4,114,0
15465,20,24,6945.0199999999995,4,5,5,455,3
15466,85,1,334.53,2,1,2,212,1
15467,9,4,511.88,5,4,3,543,1
15468,35,5,438.46,3,4,2,342,1
15469,43,4,504.5,3,4,3,343,1
15471,2,1,454.48,5,1,2,512,1
15472,113,1,371.56,2,1,2,212,1
15473,14,10,1465.2,4,5,4,454,1
15475,77,1,454.10999999999996,2,1,2,212,1
15478,40,2,1399.92,3,2,4,324,1
15480,116,1,905.5,2,1,3,213,1
15482,16,16,6393.52,4,5,5,455,1
15483,161,4,225.26,2,4,1,241,0
15484,1,5,3559.21,5,4,5,545,1
15485,30,3,2564.5,4,3,5,435,1
15488,93,1,91.32000000000001,2,1,1,211,1
15489,23,4,1090.03,4,4,4,444,1
15491,95,7,3090.85,2,5,5,255,1
15492,28,2,659.4599999999999,4,2,3,423,1
15493,33,7,1918.86,3,5,4,354,1
15494,21,2,1280.58,4,2,4,424,1
15497,18,3,1259.7,4,3,4,434,1
15498,1,35,12396.46,5,5,5,555,3
15500,8,4,1131.56,5,4,4,544,1
15502,16,23,5541.46,4,5,5,455,3
15503,363,1,141.04,1,1,1,111,0
15504,81,1,52.83,2,1,1,211,1
15505,53,7,3497.14,3,5,5,355,1
15506,23,3,972.08,4,3,4,434,1
15507,172,1,475.86,2,1,2,212,0
15508,189,6,1000.27,1,4,4,144,0
15510,331,1,250.0,1,1,2,112,0
15511,12,5,900.53,4,4,3,443,1
15512,156,2,121.0,2,2,1,221,0
15513,31,22,14520.08,4,5,5,455,3
15514,12,13,2907.45,4,5,5,455,1
15516,45,3,62.43,3,3,1,331,1
15517,233,1,267.03,1,1,2,112,0
15518,64,13,1890.99,3,5,4,354,1
15520,2,1,343.5,5,1,2,512,1
15521,36,13,2574.65,3,5,5,355,1
15522,33,2,397.99,3,2,2,322,1
15523,84,1,412.01000000000005,2,1,2,212,1
15524,25,1,440.0,4,1,2,412,1
15525,2,4,719.47,5,4,3,543,1
15526,33,2,148.44,3,2,1,321,1
15527,19,10,2347.57,4,5,5,455,1
15528,254,1,229.33,1,1,1,111,0
15529,23,12,3935.15,4,5,5,455,1
15530,22,4,1497.31,4,4,4,444,1
15531,8,2,1972.39,5,2,4,524,1
15532,25,6,1500.88,4,4,4,444,1
15533,19,5,746.92,4,4,3,443,1
15535,173,7,426.4,2,5,2,252,0
15537,163,1,110.92,2,1,1,211,0
15539,7,1,538.46,5,1,3,513,1
15540,11,1,213.3,5,1,1,511,1
15541,114,1,85.13000000000001,2,1,1,211,1
15543,288,1,127.86,1,1,1,111,0
15544,9,11,3542.51,5,5,5,555,1
15545,54,2,288.96999999999997,3,2,2,322,1
15547,7,14,4910.6,5,5,5,555,1
15549,77,4,1643.96,2,4,4,244,1
15550,4,4,575.63,5,4,3,543,1
15551,37,1,436.06,3,1,2,312,1
15552,217,1,90.12,1,1,1,111,0
15553,60,1,428.93,3,1,2,312,1
15554,278,1,217.2,1,1,1,111,0
15555,12,20,4747.89,4,5,5,455,3
15556,24,1,279.77,4,1,2,412,1
15557,29,1,468.91,4,1,2,412,1
15561,12,5,722.74,4,4,3,443,1
15562,352,1,134.55,1,1,1,111,0
15563,9,7,1319.69,5,5,4,554,1
15565,50,2,173.16,3,2,1,321,1
15567,19,1,186.01,4,1,1,411,1
15568,3,3,758.29,5,3,3,533,1
15569,104,5,1375.71,2,4,4,244,1
15570,7,13,4093.27,5,5,5,555,1
15571,12,4,650.4300000000001,4,4,3,443,1
15572,5,7,2533.42,5,5,5,555,1
15573,32,2,591.1899999999999,3,2,3,323,1
15574,178,4,675.64,1,4,3,143,0
15576,38,1,921.37,3,1,4,314,1
15577,151,3,258.88,2,3,2,232,0
15578,162,1,127.1,2,1,1,211,0
15579,69,2,327.6,3,2,2,322,1
15581,121,14,3425.77,2,5,5,255,1
15582,25,3,682.9100000000001,4,3,3,433,1
15584,24,5,718.36,4,4,3,443,1
15585,177,1,455.3,1,1,2,112,0
15587,50,4,913.6800000000001,3,4,3,343,1
15589,253,4,456.58,1,4,2,142,0
15592,47,1,388.58,3,1,2,312,1
15593,71,1,199.8,2,1,1,211,1
15594,16,6,1767.53,4,4,4,444,1
15596,101,9,1343.34,2,5,4,254,1
15597,30,2,315.71999999999997,4,2,2,422,1
15598,35,3,235.68,3,3,1,331,1
15599,27,2,761.74,4,2,3,423,1
15601,11,17,6745.36,5,5,5,555,3
15602,8,15,1083.63,5,5,4,554,1
15603,79,1,48.480000000000004,2,1,1,211,1
15604,52,1,216.39,3,1,1,311,1
15605,36,5,1198.23,3,4,4,344,1
15606,57,11,2422.64,3,5,5,355,1
15607,337,1,104.76,1,1,1,111,0
15608,28,4,1093.68,4,4,4,444,1
15609,183,2,270.03000000000003,1,2,2,122,0
15610,52,1,112.46000000000001,3,1,1,311,1
15611,10,15,1568.39,5,5,4,554,1
15612,36,2,195.15,3,2,1,321,1
15615,10,27,10360.04,5,5,5,555,3
15618,33,5,747.031,3,4,3,343,1
15619,11,1,336.40000000000003,5,1,2,512,1
15620,50,6,1524.4,3,4,4,344,1
15621,4,6,1158.77,5,4,4,544,1
15622,3,16,3224.53,5,5,5,555,1
15623,141,1,301.03,2,1,2,212,0
15624,117,4,588.13,2,4,3,243,1
15625,100,8,1504.56,2,5,4,254,1
15626,75,2,675.8,2,2,3,223,1
15628,5,10,2865.64,5,5,5,555,1
15630,45,3,1180.4,3,3,4,334,1
15632,16,10,3147.31,4,5,5,455,1
15634,17,1,243.55,4,1,1,411,1
15636,90,2,724.76,2,2,3,223,1
15637,53,1,223.36,3,1,1,311,1
15639,134,1,425.32,2,1,2,212,1
15640,4,17,12336.74,5,5,5,555,3
15641,105,4,1887.2,2,4,4,244,1
15643,179,6,647.4,1,4,3,143,0
15644,166,4,803.54,2,4,3,243,0
15645,19,1,612.01,4,1,3,413,1
15646,158,4,425.14000000000004,2,4,2,242,0
15648,204,4,582.0500000000001,1,4,3,143,0
15649,336,2,816.0,1,2,3,123,0
15651,37,3,646.3,3,3,3,333,1
15652,91,1,337.74,2,1,2,212,1
15653,93,2,877.4399999999999,2,3,3,233,1
15654,9,2,922.53,5,3,4,534,1
15655,233,2,511.32,1,3,3,133,0
15656,45,4,748.5,3,4,3,343,1
15657,23,1,30.0,4,1,1,411,1
15658,190,8,958.9,1,5,4,154,0
15659,44,1,306.45,3,1,2,312,1
15660,25,12,1552.01,4,5,4,454,1
15661,317,2,309.8,1,3,2,132,0
15663,106,1,138.14,2,1,1,211,1
15664,51,2,358.63,3,3,2,332,1
15665,168,2,2222.21,2,3,5,235,0
15667,40,1,301.32,3,1,2,312,1
15668,218,1,76.32000000000001,1,1,1,111,0
15669,40,5,677.69,3,4,3,343,1
15670,297,1,173.05,1,1,1,111,0
15671,19,10,2635.4900000000002,4,5,5,455,1
15673,88,4,2726.23,2,4,5,245,1
15674,73,8,1744.02,2,5,4,254,1
15675,81,3,323.69,2,3,2,232,1
15676,9,5,3324.09,5,4,5,545,1
15677,49,1,657.23,3,1,3,313,1
15678,53,1,352.7,3,1,2,312,1
15679,24,4,781.28,4,4,3,443,1
15680,9,3,1333.68,5,3,4,534,1
15681,18,6,946.36,4,4,4,444,1
15683,117,1,193.75,2,1,1,211,1
15687,9,11,2981.5,5,5,5,555,1
15689,120,2,254.1,2,3,2,232,1
15690,4,2,239.76,5,3,1,531,1
15691,252,1,136.8,1,1,1,111,0
15692,28,1,191.04,4,1,1,411,1
15694,1,15,6423.6,5,5,5,555,1
15695,267,2,409.98,1,3,2,132,0
15696,33,12,2619.11,3,5,5,355,1
15699,18,1,309.65,4,1,2,412,1
15700,172,3,664.03,2,3,3,233,0
15701,2,4,1529.0,5,4,4,544,1
15703,265,1,211.5,1,1,1,111,0
15704,140,4,2293.62,2,4,5,245,1
15705,201,1,143.1,1,1,1,111,0
15706,60,7,1001.8100000000001,3,5,4,354,1
15707,35,4,916.98,3,4,3,343,1
15708,41,11,3200.73,3,5,5,355,1
15709,284,1,133.25,1,1,1,111,0
15712,9,5,1072.3600000000001,5,4,4,544,1
15713,143,3,346.75,2,3,2,232,1
15714,12,2,330.03000000000003,4,3,2,432,1
15716,146,4,1101.1100000000001,2,4,4,244,0
15717,234,1,150.3,1,1,1,111,0
15719,33,14,5028.42,3,5,5,355,1
15720,24,1,598.73,4,1,3,413,1
15721,12,1,471.40000000000003,4,1,2,412,1
15722,36,6,2169.86,3,4,5,345,1
15723,365,1,190.7,1,1,1,111,0
15724,201,3,212.3,1,3,1,131,0
15725,15,1,415.25,4,1,2,412,1
15727,17,7,5159.06,4,5,5,455,1
15729,198,2,62.0,1,3,1,131,0
15730,66,4,1108.38,3,4,4,344,1
15732,212,2,294.12,1,3,2,132,0
15733,283,1,162.3,1,1,1,111,0
15734,115,2,1339.45,2,3,4,234,1
15737,15,12,1121.21,4,5,4,454,1
15738,19,19,4788.77,4,5,5,455,3
15739,66,1,449.12,3,1,2,312,1
15740,49,1,154.88,3,1,1,311,1
15743,16,4,775.96,4,4,3,443,1
15744,78,1,34.8,2,1,1,211,1
15745,9,6,1071.24,5,4,4,544,1
15746,134,2,182.96,2,3,1,231,1
15747,13,3,946.64,4,3,4,434,1
15748,40,1,144.36,3,1,1,311,1
15749,235,4,21535.9,1,4,5,145,0
15750,3,9,2448.8,5,5,5,555,1
15752,40,8,2618.15,3,5,5,355,1
15753,305,1,79.2,1,1,1,111,0
15754,51,4,455.67,3,4,2,342,1
15755,1,8,2318.88,5,5,5,555,1
15756,61,4,528.01,3,4,3,343,1
15757,66,2,714.42,3,3,3,333,1
15758,25,1,205.25,4,1,1,411,1
15759,218,3,253.04,1,3,2,132,0
15762,65,2,583.75,3,3,3,333,1
15763,32,3,1048.67,3,3,4,334,1
15764,81,10,3245.47,2,5,5,255,1
15766,64,1,315.06,3,1,2,312,1
15768,116,4,581.8299999999999,2,4,3,243,1
15769,7,29,51823.72,5,5,5,555,3
15773,6,1,635.6800000000001,5,1,3,513,1
15774,69,1,270.8,3,1,2,312,1
15775,245,1,104.9,1,1,1,111,0
15776,133,1,241.62,2,1,1,211,1
15777,241,5,1021.61,1,4,4,144,0
15780,184,3,475.28000000000003,1,3,2,132,0
15781,25,4,333.56,4,4,2,442,1
15782,10,4,2593.94,5,4,5,545,1
15783,11,1,246.3,5,1,2,512,1
15785,30,8,2303.75,4,5,5,455,1
15786,44,5,4821.0,3,4,5,345,1
15787,26,3,933.26,4,3,4,434,1
15789,358,1,351.3,1,1,2,112,0
15790,10,1,218.75,5,1,1,511,1
15791,44,3,1604.44,3,3,4,334,1
15793,9,4,948.96,5,4,4,544,1
15795,150,1,610.01,2,1,3,213,0
15796,1,10,2663.6600000000003,5,5,5,555,1
15797,113,4,2207.4,2,4,5,245,1
15799,76,3,884.14,2,3,3,233,1
15800,107,2,696.89,2,3,3,233,1
15801,46,4,1042.19,3,4,4,344,1
15803,51,1,415.82000000000005,3,1,2,312,1
15804,1,19,3848.55,5,5,5,555,3
15805,23,20,5411.87,4,5,5,455,3
15806,46,3,784.58,3,3,3,333,1
15807,50,3,903.9,3,3,3,333,1
15808,306,5,3641.07,1,4,5,145,0
15809,36,6,399.21,3,4,2,342,1
15810,79,7,1145.43,2,5,4,254,1
15811,17,9,2171.32,4,5,5,455,1
15812,107,5,1801.14,2,4,4,244,1
15813,208,2,1303.9099999999999,1,3,4,134,0
15814,3,6,1842.73,5,4,4,544,1
15815,64,5,2100.6,3,4,5,345,1
15819,49,4,1905.45,3,4,4,344,1
15820,320,1,206.98,1,1,1,111,0
15821,44,2,570.96,3,3,3,333,1
15822,3,2,885.47,5,3,3,533,1
