InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount,IsReturn,InvoiceYearMonth,InvoiceDateOnly,Weekday,CohortMonth,OrderMonth
553831,21499,BLUE POLKADOT WRAP,25,2011-05-19 11:36:00,0.42,14442,Channel Islands,10.5,False,2011-05,2011-05-19,Thursday,2011-01,2011-05
554350,21533,RETROSPOT LARGE MILK JUG,4,2011-05-24 08:51:00,4.95,13523,United Kingdom,19.8,False,2011-05,2011-05-24,Tuesday,2010-12,2011-05
573937,22818,CARD CHRISTMAS VILLAGE,12,2011-11-02 10:40:00,0.42,15830,United Kingdom,5.04,False,2011-11,2011-11-02,Wednesday,2011-11,2011-11
545978,20719,WOODLAND CHARLOTTE BAG,4,2011-03-08 12:19:00,0.85,13975,United Kingdom,3.4,False,2011-03,2011-03-08,Tuesday,2011-03,2011-03
544304,85040A,S/4 PINK FLOWER CANDLES IN BOWL,2,2011-02-17 13:47:00,1.65,18125,United Kingdom,3.3,False,2011-02,2011-02-17,Thursday,2011-01,2011-02
552826,21452,TOADSTOOL MONEY BOX,2,2011-05-11 13:20:00,2.95,14277,France,5.9,False,2011-05,2011-05-11,Wednesday,2011-05,2011-05
556777,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2011-06-14 12:31:00,2.95,14426,United Kingdom,23.6,False,2011-06,2011-06-14,Tuesday,2010-12,2011-06
576906,21429,RED GINGHAM ROSE JEWELLERY BOX,8,2011-11-17 09:33:00,1.95,18225,United Kingdom,15.6,False,2011-11,2011-11-17,Thursday,2010-12,2011-11
571751,M,Manual,1,2011-10-19 11:18:00,2118.74,12744,Singapore,2118.74,False,2011-10,2011-10-19,Wednesday,2011-01,2011-10
542389,21877,HOME SWEET HOME MUG,12,2011-01-27 14:46:00,1.25,12868,United Kingdom,15.0,False,2011-01,2011-01-27,Thursday,2010-12,2011-01
575199,20676,RED RETROSPOT BOWL,8,2011-11-09 09:48:00,1.25,12921,United Kingdom,10.0,False,2011-11,2011-11-09,Wednesday,2010-12,2011-11
569046,23332,IVORY WICKER HEART LARGE,12,2011-09-30 10:48:00,1.65,14422,United Kingdom,19.799999999999997,False,2011-09,2011-09-30,Friday,2011-03,2011-09
555813,85099B,JUMBO BAG RED RETROSPOT,10,2011-06-07 11:40:00,2.08,13643,United Kingdom,20.8,False,2011-06,2011-06-07,Tuesday,2011-06,2011-06
579350,21181,PLEASE ONE PERSON METAL SIGN,24,2011-11-29 11:48:00,2.1,15218,United Kingdom,50.400000000000006,False,2011-11,2011-11-29,Tuesday,2011-01,2011-11
563546,23238,SET OF 4 KNICK KNACK TINS LONDON ,6,2011-08-17 12:24:00,4.15,16729,United Kingdom,24.900000000000002,False,2011-08,2011-08-17,Wednesday,2011-04,2011-08
544833,79000,MOROCCAN TEA GLASS,12,2011-02-24 10:10:00,0.85,15974,United Kingdom,10.2,False,2011-02,2011-02-24,Thursday,2011-02,2011-02
567475,22517,CHILDS GARDEN RAKE PINK,1,2011-09-20 13:11:00,2.1,16360,United Kingdom,2.1,False,2011-09,2011-09-20,Tuesday,2011-09,2011-09
552446,22729,ALARM CLOCK BAKELIKE ORANGE,4,2011-05-09 13:28:00,3.75,16729,United Kingdom,15.0,False,2011-05,2011-05-09,Monday,2011-04,2011-05
566033,23293,SET OF 12 FAIRY CAKE BAKING CASES,1,2011-09-08 13:07:00,0.83,16031,United Kingdom,0.83,False,2011-09,2011-09-08,Thursday,2011-04,2011-09
539143,22723,SET OF 6 HERB TINS SKETCHBOOK,4,2010-12-16 11:35:00,3.95,14849,United Kingdom,15.8,False,2010-12,2010-12-16,Thursday,2010-12,2010-12
538210,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,2010-12-10 11:44:00,2.55,14256,United Kingdom,15.299999999999999,False,2010-12,2010-12-10,Friday,2010-12,2010-12
558099,84709B,PINK OVAL JEWELLED MIRROR,4,2011-06-26 13:45:00,5.95,17593,United Kingdom,23.8,False,2011-06,2011-06-26,Sunday,2010-12,2011-06
567482,22470,HEART OF WICKER LARGE,3,2011-09-20 13:42:00,2.95,16464,United Kingdom,8.850000000000001,False,2011-09,2011-09-20,Tuesday,2011-07,2011-09
556252,21213,PACK OF 72 SKULL CAKE CASES,24,2011-06-09 16:44:00,0.55,16779,United Kingdom,13.200000000000001,False,2011-06,2011-06-09,Thursday,2010-12,2011-06
552329,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-05-09 10:06:00,2.95,13492,Switzerland,17.700000000000003,False,2011-05,2011-05-09,Monday,2011-05,2011-05
571123,23201,JUMBO BAG ALPHABET,10,2011-10-14 09:35:00,2.08,14856,United Kingdom,20.8,False,2011-10,2011-10-14,Friday,2011-10,2011-10
547911,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-03-28 12:25:00,7.95,14127,United Kingdom,15.9,False,2011-03,2011-03-28,Monday,2011-02,2011-03
576626,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,12,2011-11-15 17:26:00,1.25,12890,United Kingdom,15.0,False,2011-11,2011-11-15,Tuesday,2011-11,2011-11
569824,20977,36 PENCILS TUBE WOODLAND,2,2011-10-06 12:22:00,1.25,17295,United Kingdom,2.5,False,2011-10,2011-10-06,Thursday,2011-10,2011-10
554997,23209,LUNCH BAG DOILEY PATTERN ,10,2011-05-29 15:35:00,1.65,16746,United Kingdom,16.5,False,2011-05,2011-05-29,Sunday,2010-12,2011-05
570839,23408,PHOTO FRAME LINEN AND LACE SMALL,6,2011-10-12 14:08:00,2.08,14911,EIRE,12.48,False,2011-10,2011-10-12,Wednesday,2010-12,2011-10
565740,84946,ANTIQUE SILVER T-LIGHT GLASS,72,2011-09-06 12:31:00,1.06,15189,United Kingdom,76.32000000000001,False,2011-09,2011-09-06,Tuesday,2011-01,2011-09
538015,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-12-09 12:49:00,4.95,13240,United Kingdom,14.850000000000001,False,2010-12,2010-12-09,Thursday,2010-12,2010-12
561897,23282,FOLDING BUTTERFLY MIRROR IVORY ,1,2011-07-31 15:24:00,0.83,17841,United Kingdom,0.83,False,2011-07,2011-07-31,Sunday,2010-12,2011-07
552231,23053,RECYCLED ACAPULCO MAT PINK,2,2011-05-06 15:47:00,8.25,17364,United Kingdom,16.5,False,2011-05,2011-05-06,Friday,2011-01,2011-05
560691,22955,36 FOIL STAR CAKE CASES ,6,2011-07-20 12:00:00,2.1,13136,United Kingdom,12.600000000000001,False,2011-07,2011-07-20,Wednesday,2010-12,2011-07
540505,22822,CREAM WALL PLANTER HEART SHAPED,2,2011-01-09 11:05:00,5.95,17095,United Kingdom,11.9,False,2011-01,2011-01-09,Sunday,2011-01,2011-01
539255,21722,SWEET PUDDING STICKER SHEET,12,2010-12-16 14:26:00,0.85,16316,United Kingdom,10.2,False,2010-12,2010-12-16,Thursday,2010-12,2010-12
580278,23343,JUMBO BAG VINTAGE CHRISTMAS ,3,2011-12-02 13:11:00,2.08,13560,United Kingdom,6.24,False,2011-12,2011-12-02,Friday,2011-12,2011-12
566581,21817,GLITTER CHRISTMAS TREE,10,2011-09-13 13:47:00,0.85,16081,United Kingdom,8.5,False,2011-09,2011-09-13,Tuesday,2010-12,2011-09
574867,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-11-07 12:39:00,3.95,16817,United Kingdom,15.8,False,2011-11,2011-11-07,Monday,2010-12,2011-11
548185,22570,FELTCRAFT CUSHION RABBIT,4,2011-03-29 14:58:00,3.75,15628,United Kingdom,15.0,False,2011-03,2011-03-29,Tuesday,2010-12,2011-03
569025,22998,TRAVEL CARD WALLET KEEP CALM,2,2011-09-30 10:08:00,0.42,18041,United Kingdom,0.84,False,2011-09,2011-09-30,Friday,2010-12,2011-09
570672,22091,EMPIRE TISSUE BOX,36,2011-10-11 14:52:00,0.39,12536,France,14.040000000000001,False,2011-10,2011-10-11,Tuesday,2011-10,2011-10
548715,22291,HANGING CHICK CREAM DECORATION,3,2011-04-03 15:22:00,1.45,17758,United Kingdom,4.35,False,2011-04,2011-04-03,Sunday,2011-04,2011-04
538629,22745,POPPY'S PLAYHOUSE BEDROOM ,2,2010-12-13 13:10:00,2.1,17799,United Kingdom,4.2,False,2010-12,2010-12-13,Monday,2010-12,2010-12
554151,21915,RED  HARMONICA IN BOX ,12,2011-05-23 11:07:00,1.25,14049,United Kingdom,15.0,False,2011-05,2011-05-23,Monday,2011-01,2011-05
551533,21669,BLUE STRIPE CERAMIC DRAWER KNOB,1,2011-05-01 14:58:00,1.25,15407,United Kingdom,1.25,False,2011-05,2011-05-01,Sunday,2011-02,2011-05
574739,23144,ZINC T-LIGHT HOLDER STARS SMALL,24,2011-11-06 16:04:00,0.83,16357,United Kingdom,19.919999999999998,False,2011-11,2011-11-06,Sunday,2011-05,2011-11
552852,22382,LUNCH BAG SPACEBOY DESIGN ,3,2011-05-11 15:08:00,1.65,16712,United Kingdom,4.949999999999999,False,2011-05,2011-05-11,Wednesday,2011-03,2011-05
545314,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2011-03-01 14:11:00,2.55,12866,Belgium,20.4,False,2011-03,2011-03-01,Tuesday,2011-03,2011-03
C547502,22077,6 RIBBONS RUSTIC CHARM,-1,2011-03-23 12:42:00,1.65,14513,United Kingdom,-1.65,True,2011-03,2011-03-23,Wednesday,2011-02,2011-03
551529,21936,RED RETROSPOT PICNIC BAG,5,2011-05-01 13:18:00,2.95,12524,Germany,14.75,False,2011-05,2011-05-01,Sunday,2011-01,2011-05
557153,23235,STORAGE TIN VINTAGE LEAF,2,2011-06-17 11:07:00,2.89,13735,United Kingdom,5.78,False,2011-06,2011-06-17,Friday,2011-04,2011-06
549247,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,2011-04-07 12:04:00,0.85,13752,United Kingdom,20.4,False,2011-04,2011-04-07,Thursday,2011-04,2011-04
554117,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,48,2011-05-22 15:12:00,0.42,13758,United Kingdom,20.16,False,2011-05,2011-05-22,Sunday,2010-12,2011-05
556828,21094,SET/6 RED SPOTTY PAPER PLATES,4,2011-06-15 10:39:00,0.85,17284,United Kingdom,3.4,False,2011-06,2011-06-15,Wednesday,2011-01,2011-06
580727,20724,RED RETROSPOT CHARLOTTE BAG,1,2011-12-05 17:17:00,1.63,14096,United Kingdom,1.63,False,2011-12,2011-12-05,Monday,2011-08,2011-12
572872,22090,PAPER BUNTING RETROSPOT,2,2011-10-26 13:27:00,2.95,15320,United Kingdom,5.9,False,2011-10,2011-10-26,Wednesday,2011-10,2011-10
577745,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-11-21 14:06:00,0.55,18139,United Kingdom,13.200000000000001,False,2011-11,2011-11-21,Monday,2011-11,2011-11
562942,48185,DOORMAT FAIRY CAKE,4,2011-08-11 08:50:00,7.95,13538,United Kingdom,31.8,False,2011-08,2011-08-11,Thursday,2011-01,2011-08
541842,22766,PHOTO FRAME CORNICE,2,2011-01-23 12:07:00,2.95,16085,United Kingdom,5.9,False,2011-01,2011-01-23,Sunday,2011-01,2011-01
538313,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,2010-12-10 13:50:00,3.75,15514,United Kingdom,3.75,False,2010-12,2010-12-10,Friday,2010-12,2010-12
573913,21755,LOVE BUILDING BLOCK WORD,3,2011-11-01 15:49:00,6.25,17653,United Kingdom,18.75,False,2011-11,2011-11-01,Tuesday,2011-08,2011-11
566726,23219,LAUREL STAR ANTIQUE SILVER ,1,2011-09-14 13:12:00,1.25,15021,United Kingdom,1.25,False,2011-09,2011-09-14,Wednesday,2010-12,2011-09
542398,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2011-01-27 15:36:00,0.85,13174,United Kingdom,10.2,False,2011-01,2011-01-27,Thursday,2010-12,2011-01
537622,22481,BLACK TEA TOWEL CLASSIC DESIGN,24,2010-12-07 14:30:00,1.25,13173,United Kingdom,30.0,False,2010-12,2010-12-07,Tuesday,2010-12,2010-12
555734,21217,RED RETROSPOT ROUND CAKE TINS,1,2011-06-07 08:21:00,9.95,17696,United Kingdom,9.95,False,2011-06,2011-06-07,Tuesday,2010-12,2011-06
579927,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,2011-12-01 09:20:00,3.75,12572,Germany,15.0,False,2011-12,2011-12-01,Thursday,2011-10,2011-12
566562,20996,JAZZ HEARTS ADDRESS BOOK,12,2011-09-13 12:18:00,0.19,17365,United Kingdom,2.2800000000000002,False,2011-09,2011-09-13,Tuesday,2011-01,2011-09
546790,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-03-17 10:26:00,6.95,14713,United Kingdom,13.9,False,2011-03,2011-03-17,Thursday,2010-12,2011-03
541489,21506,"FANCY FONT BIRTHDAY CARD, ",12,2011-01-18 13:38:00,0.42,15023,United Kingdom,5.04,False,2011-01,2011-01-18,Tuesday,2010-12,2011-01
560839,23199,JUMBO BAG APPLES,2,2011-07-21 12:23:00,2.08,14527,United Kingdom,4.16,False,2011-07,2011-07-21,Thursday,2010-12,2011-07
571667,20749,ASSORTED COLOUR MINI CASES,1,2011-10-18 13:04:00,7.95,14554,United Kingdom,7.95,False,2011-10,2011-10-18,Tuesday,2011-10,2011-10
537377,22866,HAND WARMER SCOTTY DOG DESIGN,10,2010-12-06 13:01:00,2.1,15882,United Kingdom,21.0,False,2010-12,2010-12-06,Monday,2010-12,2010-12
575985,85199S,SMALL HANGING IVORY/RED WOOD BIRD,1,2011-11-13 14:09:00,0.42,17841,United Kingdom,0.42,False,2011-11,2011-11-13,Sunday,2010-12,2011-11
572923,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,2011-10-27 08:35:00,2.1,15948,United Kingdom,12.600000000000001,False,2011-10,2011-10-27,Thursday,2011-10,2011-10
540501,22344,PARTY PIZZA DISH PINK POLKADOT,24,2011-01-09 10:43:00,0.21,13162,United Kingdom,5.04,False,2011-01,2011-01-09,Sunday,2011-01,2011-01
549981,23007, SPACEBOY BABY GIFT SET,1,2011-04-13 15:49:00,16.95,16348,United Kingdom,16.95,False,2011-04,2011-04-13,Wednesday,2011-04,2011-04
565084,22988,SOLDIERS EGG CUP ,144,2011-09-01 09:39:00,1.06,17306,United Kingdom,152.64000000000001,False,2011-09,2011-09-01,Thursday,2010-12,2011-09
550250,48194,DOORMAT HEARTS,2,2011-04-15 11:36:00,7.95,18171,United Kingdom,15.9,False,2011-04,2011-04-15,Friday,2011-01,2011-04
547971,21327,SKULLS WRITING SET ,3,2011-03-28 16:37:00,1.65,17917,United Kingdom,4.949999999999999,False,2011-03,2011-03-28,Monday,2010-12,2011-03
563688,20727,LUNCH BAG  BLACK SKULL.,10,2011-08-18 12:41:00,1.65,16767,United Kingdom,16.5,False,2011-08,2011-08-18,Thursday,2011-01,2011-08
553202,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,96,2011-05-15 16:02:00,0.29,15854,United Kingdom,27.839999999999996,False,2011-05,2011-05-15,Sunday,2010-12,2011-05
580657,21012,ANTIQUE ALL GLASS CANDLESTICK,6,2011-12-05 13:43:00,2.1,14696,United Kingdom,12.600000000000001,False,2011-12,2011-12-05,Monday,2010-12,2011-12
571909,23493,VINTAGE DOILY TRAVEL SEWING KIT,2,2011-10-19 15:08:00,1.95,15006,United Kingdom,3.9,False,2011-10,2011-10-19,Wednesday,2011-10,2011-10
571307,21755,LOVE BUILDING BLOCK WORD,3,2011-10-17 10:10:00,6.25,14443,United Kingdom,18.75,False,2011-10,2011-10-17,Monday,2010-12,2011-10
C538062,20973,12 PENCIL SMALL TUBE WOODLAND,-2,2010-12-09 13:40:00,0.65,17702,United Kingdom,-1.3,True,2010-12,2010-12-09,Thursday,2010-12,2010-12
C578355,22178,VICTORIAN GLASS HANGING T-LIGHT,-3,2011-11-24 10:13:00,1.95,14397,United Kingdom,-5.85,True,2011-11,2011-11-24,Thursday,2011-05,2011-11
541262,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,1,2011-01-16 15:50:00,4.25,18069,United Kingdom,4.25,False,2011-01,2011-01-16,Sunday,2011-01,2011-01
561079,22801,ANTIQUE GLASS PEDESTAL BOWL,2,2011-07-24 16:12:00,3.75,13956,United Kingdom,7.5,False,2011-07,2011-07-24,Sunday,2011-03,2011-07
573345,22599,CHRISTMAS MUSICAL ZINC STAR,3,2011-10-30 12:14:00,0.29,17609,United Kingdom,0.8699999999999999,False,2011-10,2011-10-30,Sunday,2011-01,2011-10
575671,21770,OPEN CLOSED METAL SIGN,2,2011-11-10 15:03:00,4.95,12670,France,9.9,False,2011-11,2011-11-10,Thursday,2011-04,2011-11
563942,22779,WOODEN OWLS LIGHT GARLAND ,4,2011-08-22 09:53:00,4.25,15801,United Kingdom,17.0,False,2011-08,2011-08-22,Monday,2011-08,2011-08
562792,21174,POTTERING IN THE SHED METAL SIGN,3,2011-08-09 14:18:00,2.08,17634,United Kingdom,6.24,False,2011-08,2011-08-09,Tuesday,2011-01,2011-08
568367,23111,PARISIENNE SEWING BOX,1,2011-09-26 15:51:00,12.5,15755,United Kingdom,12.5,False,2011-09,2011-09-26,Monday,2011-02,2011-09
543264,21902,"KEY FOB , FRONT  DOOR ",10,2011-02-04 16:34:00,0.65,13069,United Kingdom,6.5,False,2011-02,2011-02-04,Friday,2010-12,2011-02
537864,22966,GINGERBREAD MAN COOKIE CUTTER,12,2010-12-08 16:34:00,1.25,16700,United Kingdom,15.0,False,2010-12,2010-12-08,Wednesday,2010-12,2010-12
568167,23133,LARGE IVORY HEART WALL ORGANISER,2,2011-09-25 12:45:00,8.25,15706,United Kingdom,16.5,False,2011-09,2011-09-25,Sunday,2011-08,2011-09
537225,84531A,PINK KNITTED EGG COSY,3,2010-12-05 16:41:00,1.95,12748,United Kingdom,5.85,False,2010-12,2010-12-05,Sunday,2010-12,2010-12
547412,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,24,2011-03-23 09:42:00,0.42,12399,Belgium,10.08,False,2011-03,2011-03-23,Wednesday,2011-03,2011-03
565416,21986,PACK OF 12 PINK POLKADOT TISSUES,24,2011-09-04 12:00:00,0.29,12710,Germany,6.959999999999999,False,2011-09,2011-09-04,Sunday,2011-05,2011-09
546236,85199L,LARGE HANGING IVORY & RED WOOD BIRD,12,2011-03-10 12:48:00,0.65,12370,Cyprus,7.800000000000001,False,2011-03,2011-03-10,Thursday,2010-12,2011-03
576053,22867,HAND WARMER BIRD DESIGN,4,2011-11-13 14:53:00,2.1,16726,United Kingdom,8.4,False,2011-11,2011-11-13,Sunday,2010-12,2011-11
578266,21984,PACK OF 12 PINK PAISLEY TISSUES ,1,2011-11-23 13:34:00,0.39,12748,United Kingdom,0.39,False,2011-11,2011-11-23,Wednesday,2010-12,2011-11
558771,22470,HEART OF WICKER LARGE,2,2011-07-03 15:53:00,2.95,17105,United Kingdom,5.9,False,2011-07,2011-07-03,Sunday,2011-02,2011-07
560052,21204,DAISIES  HONEYCOMB GARLAND ,12,2011-07-14 15:30:00,1.65,15187,United Kingdom,19.799999999999997,False,2011-07,2011-07-14,Thursday,2011-05,2011-07
549123,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,2011-04-06 14:02:00,3.25,15201,United Kingdom,19.5,False,2011-04,2011-04-06,Wednesday,2011-04,2011-04
559349,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-07-07 17:33:00,1.45,15150,United Kingdom,17.4,False,2011-07,2011-07-07,Thursday,2011-03,2011-07
567302,22149,FELTCRAFT 6 FLOWER FRIENDS,7,2011-09-19 13:02:00,2.1,15058,United Kingdom,14.700000000000001,False,2011-09,2011-09-19,Monday,2011-01,2011-09
564724,20725,LUNCH BAG RED RETROSPOT,3,2011-08-28 12:16:00,1.65,15555,United Kingdom,4.949999999999999,False,2011-08,2011-08-28,Sunday,2010-12,2011-08
576684,23082,SET 6 PAPER TABLE LANTERN HEARTS ,12,2011-11-16 12:08:00,3.75,14092,United Kingdom,45.0,False,2011-11,2011-11-16,Wednesday,2010-12,2011-11
560230,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,2011-07-17 10:53:00,1.65,12600,Germany,16.5,False,2011-07,2011-07-17,Sunday,2010-12,2011-07
578358,22071,SMALL WHITE RETROSPOT MUG IN BOX ,36,2011-11-24 10:35:00,1.0,15482,United Kingdom,36.0,False,2011-11,2011-11-24,Thursday,2010-12,2011-11
562346,20728,LUNCH BAG CARS BLUE,20,2011-08-04 12:14:00,1.65,16187,United Kingdom,33.0,False,2011-08,2011-08-04,Thursday,2011-02,2011-08
568697,84997D,CHILDRENS CUTLERY POLKADOT PINK,72,2011-09-28 14:57:00,3.75,16281,United Kingdom,270.0,False,2011-09,2011-09-28,Wednesday,2011-09,2011-09
563613,23209,LUNCH BAG DOILEY PATTERN ,10,2011-08-18 08:49:00,1.65,12688,Israel,16.5,False,2011-08,2011-08-18,Thursday,2011-08,2011-08
553184,21933,PINK VINTAGE PAISLEY PICNIC BAG,3,2011-05-15 12:33:00,1.65,13232,United Kingdom,4.949999999999999,False,2011-05,2011-05-15,Sunday,2011-04,2011-05
580677,23313,VINTAGE CHRISTMAS BUNTING,1,2011-12-05 14:40:00,4.95,16200,United Kingdom,4.95,False,2011-12,2011-12-05,Monday,2011-06,2011-12
574532,21915,RED  HARMONICA IN BOX ,12,2011-11-04 14:19:00,1.25,15676,United Kingdom,15.0,False,2011-11,2011-11-04,Friday,2011-03,2011-11
569205,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2,2011-10-02 10:55:00,2.95,16923,United Kingdom,5.9,False,2011-10,2011-10-02,Sunday,2010-12,2011-10
545471,22951,60 CAKE CASES DOLLY GIRL DESIGN,48,2011-03-03 10:34:00,0.55,15087,United Kingdom,26.400000000000002,False,2011-03,2011-03-03,Thursday,2011-03,2011-03
548406,71459,HANGING JAM JAR T-LIGHT HOLDER,48,2011-03-31 09:57:00,0.72,15061,United Kingdom,34.56,False,2011-03,2011-03-31,Thursday,2010-12,2011-03
538163,22551,PLASTERS IN TIN SPACEBOY,1,2010-12-09 17:27:00,1.65,17841,United Kingdom,1.65,False,2010-12,2010-12-09,Thursday,2010-12,2010-12
549577,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,2011-04-11 08:16:00,1.25,14286,United Kingdom,15.0,False,2011-04,2011-04-11,Monday,2011-04,2011-04
572457,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-10-24 12:44:00,2.08,12594,Italy,20.8,False,2011-10,2011-10-24,Monday,2011-01,2011-10
579399,22200,FRYING PAN PINK POLKADOT,1,2011-11-29 12:09:00,4.25,13137,United Kingdom,4.25,False,2011-11,2011-11-29,Tuesday,2011-02,2011-11
547134,23181,BULL DOG BOTTLE TOP WALL CLOCK,1,2011-03-21 11:57:00,8.25,15996,United Kingdom,8.25,False,2011-03,2011-03-21,Monday,2010-12,2011-03
537192,22963,JAM JAR WITH GREEN LID,6,2010-12-05 13:42:00,0.85,16402,United Kingdom,5.1,False,2010-12,2010-12-05,Sunday,2010-12,2010-12
578147,16238,PARTY TIME PENCIL ERASERS,1,2011-11-23 11:09:00,0.21,12748,United Kingdom,0.21,False,2011-11,2011-11-23,Wednesday,2010-12,2011-11
550620,20828,GLITTER BUTTERFLY CLIPS,12,2011-04-19 13:39:00,2.55,12585,Germany,30.599999999999998,False,2011-04,2011-04-19,Tuesday,2010-12,2011-04
575063,35970,ZINC FOLKART SLEIGH BELLS,3,2011-11-08 12:32:00,1.69,16764,United Kingdom,5.07,False,2011-11,2011-11-08,Tuesday,2011-07,2011-11
556474,21902,"KEY FOB , FRONT  DOOR ",2,2011-06-12 12:01:00,0.65,16007,United Kingdom,1.3,False,2011-06,2011-06-12,Sunday,2011-05,2011-06
540539,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-01-09 14:42:00,2.1,18260,United Kingdom,12.600000000000001,False,2011-01,2011-01-09,Sunday,2010-12,2011-01
545657,22977,DOLLY GIRL CHILDRENS EGG CUP,12,2011-03-04 14:02:00,1.25,14911,EIRE,15.0,False,2011-03,2011-03-04,Friday,2010-12,2011-03
574722,22161,HEART DECORATION RUSTIC HANGING ,15,2011-11-06 14:45:00,0.19,14502,United Kingdom,2.85,False,2011-11,2011-11-06,Sunday,2011-01,2011-11
575188,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,2011-11-09 09:07:00,3.25,16759,United Kingdom,19.5,False,2011-11,2011-11-09,Wednesday,2011-11,2011-11
577314,23479,WIRE EGG BASKET ,2,2011-11-18 13:23:00,7.85,12444,Norway,15.7,False,2011-11,2011-11-18,Friday,2011-06,2011-11
566010,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",6,2011-09-08 12:05:00,0.39,13700,United Kingdom,2.34,False,2011-09,2011-09-08,Thursday,2011-01,2011-09
541575,22088,PAPER BUNTING COLOURED LACE,2,2011-01-19 13:21:00,2.95,15311,United Kingdom,5.9,False,2011-01,2011-01-19,Wednesday,2010-12,2011-01
564640,23373,VINTAGE CHRISTMAS PAPER GIFT BAG,20,2011-08-26 13:00:00,0.82,14837,United Kingdom,16.4,False,2011-08,2011-08-26,Friday,2011-05,2011-08
540473,84375,SET OF 20 KIDS COOKIE CUTTERS,3,2011-01-07 14:31:00,2.1,17284,United Kingdom,6.300000000000001,False,2011-01,2011-01-07,Friday,2011-01,2011-01
576508,22340,NOEL GARLAND PAINTED ZINC ,3,2011-11-15 12:02:00,0.39,17777,United Kingdom,1.17,False,2011-11,2011-11-15,Tuesday,2011-08,2011-11
536986,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,24,2010-12-03 14:40:00,0.85,16140,United Kingdom,20.4,False,2010-12,2010-12-03,Friday,2010-12,2010-12
547654,21244,BLUE POLKADOT PLATE ,1,2011-03-24 12:32:00,1.69,14527,United Kingdom,1.69,False,2011-03,2011-03-24,Thursday,2010-12,2011-03
579470,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,2011-11-29 15:06:00,3.75,16549,United Kingdom,3.75,False,2011-11,2011-11-29,Tuesday,2011-01,2011-11
C579782,23460,SWEETHEART WALL TIDY ,-1,2011-11-30 15:20:00,9.95,17451,United Kingdom,-9.95,True,2011-11,2011-11-30,Wednesday,2011-08,2011-11
553830,23256,CHILDRENS CUTLERY SPACEBOY ,4,2011-05-19 11:32:00,4.15,17871,United Kingdom,16.6,False,2011-05,2011-05-19,Thursday,2011-05,2011-05
539333,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2010-12-17 09:52:00,0.85,13627,United Kingdom,10.2,False,2010-12,2010-12-17,Friday,2010-12,2010-12
552372,21096,SET/6 FRUIT SALAD  PAPER PLATES,12,2011-05-09 12:29:00,0.39,13394,United Kingdom,4.68,False,2011-05,2011-05-09,Monday,2011-02,2011-05
557762,20728,LUNCH BAG CARS BLUE,10,2011-06-22 14:01:00,1.65,15810,United Kingdom,16.5,False,2011-06,2011-06-22,Wednesday,2011-02,2011-06
563022,21786,POLKADOT RAIN HAT ,2,2011-08-11 13:34:00,0.42,17248,United Kingdom,0.84,False,2011-08,2011-08-11,Thursday,2011-08,2011-08
560359,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,6,2011-07-18 11:47:00,0.75,14159,United Kingdom,4.5,False,2011-07,2011-07-18,Monday,2010-12,2011-07
554070,22089,PAPER BUNTING VINTAGE PAISLEY,40,2011-05-22 11:06:00,2.55,13555,United Kingdom,102.0,False,2011-05,2011-05-22,Sunday,2011-05,2011-05
573774,85099F,JUMBO BAG STRAWBERRY,100,2011-11-01 10:27:00,1.74,16029,United Kingdom,174.0,False,2011-11,2011-11-01,Tuesday,2010-12,2011-11
